testbed,N,sp_mean,sp_std,ilp_mean,ilp_std,gap_mean,gap_std,sp_gt1,sp_gt1_frac
GÉANT (s3),20,0.873075,0.14616678244209141,0.6744450000000001,0.09784805339214254,29.550554697296057,10.096698297438406,4,20.0
32-node (144tm),91,1.2520021978021978,0.2333887000873207,0.6086637362637363,0.09862830055480866,105.89196574495107,21.313242967919734,81,89.0
