[0.162144, 0.162741, 0.161129, 0.158867, 0.157753, 0.158891, 0.161545, 0.162982]
[0.162797, 0.16341, 0.161797, 0.15952, 0.158397, 0.159511, 0.162182, 0.163646]
[0.163577, 0.164176, 0.162566, 0.160304, 0.15919, 0.160324, 0.162976, 0.164418]
[0.164488, 0.165046, 0.163445, 0.161222, 0.160137, 0.161275, 0.1639, 0.165302]
[0.165197, 0.165719, 0.164102, 0.161892, 0.160847, 0.162008, 0.164632, 0.165988]
[0.166286, 0.166719, 0.165115, 0.162981, 0.162027, 0.16321, 0.165738, 0.167005]
[0.167187, 0.167577, 0.165973, 0.16387, 0.162982, 0.164187, 0.16666, 0.167865]
[0.168038, 0.168415, 0.166824, 0.164752, 0.163889, 0.165078, 0.167523, 0.168703]
[0.168882, 0.169222, 0.167621, 0.165572, 0.16475, 0.165955, 0.16837, 0.169512]
[0.169585, 0.169939, 0.16835, 0.166303, 0.165454, 0.166637, 0.169065, 0.170223]
[0.170145, 0.170552, 0.168959, 0.16689, 0.166003, 0.167154, 0.169615, 0.170831]
[0.170763, 0.171197, 0.169621, 0.167527, 0.166604, 0.167751, 0.17022, 0.171466]
[0.171526, 0.171974, 0.170405, 0.168306, 0.167375, 0.168503, 0.170979, 0.17223]
[0.172197, 0.172667, 0.171085, 0.168968, 0.168024, 0.169148, 0.17164, 0.17292]
[0.172911, 0.173385, 0.171789, 0.169665, 0.168721, 0.169848, 0.172356, 0.173641]
[0.173605, 0.174099, 0.172504, 0.170357, 0.169389, 0.170521, 0.173041, 0.174349]
[0.17394, 0.174584, 0.173033, 0.17082, 0.169704, 0.170744, 0.173351, 0.174809]
[0.174814, 0.175424, 0.17386, 0.171663, 0.170584, 0.171639, 0.174228, 0.17565]
[0.175933, 0.176426, 0.174816, 0.172683, 0.171722, 0.172858, 0.175375, 0.176679]
[0.176801, 0.177254, 0.175642, 0.173506, 0.172594, 0.173754, 0.176258, 0.177526]
[0.177757, 0.178174, 0.176544, 0.174449, 0.17357, 0.174751, 0.177214, 0.178453]
[0.178536, 0.17895, 0.177325, 0.175238, 0.174353, 0.17554, 0.178011, 0.179236]
[0.179341, 0.179753, 0.178133, 0.176036, 0.175147, 0.176346, 0.178808, 0.180046]
[0.180306, 0.180682, 0.17904, 0.176966, 0.176114, 0.177334, 0.179781, 0.180974]
[0.181127, 0.181506, 0.179858, 0.177776, 0.176912, 0.178133, 0.180596, 0.181801]
[0.181742, 0.182184, 0.180552, 0.178433, 0.177523, 0.178714, 0.181197, 0.182479]
[0.182444, 0.182937, 0.181314, 0.179178, 0.178223, 0.179371, 0.181886, 0.183205]
[0.183093, 0.183616, 0.182002, 0.179857, 0.178853, 0.179992, 0.182513, 0.183872]
[0.183865, 0.184394, 0.182797, 0.180643, 0.179636, 0.180746, 0.183264, 0.184639]
[0.184674, 0.185206, 0.183614, 0.181465, 0.180443, 0.181543, 0.184065, 0.185439]
[0.185567, 0.186073, 0.184474, 0.182317, 0.18132, 0.182436, 0.184965, 0.186307]
[0.186232, 0.186748, 0.185159, 0.183008, 0.182004, 0.183111, 0.185632, 0.186987]
[0.187028, 0.187521, 0.185931, 0.183798, 0.182814, 0.183937, 0.186439, 0.187761]
[0.187976, 0.188428, 0.186838, 0.184728, 0.183806, 0.184926, 0.187399, 0.188675]
[0.188853, 0.189273, 0.187678, 0.185595, 0.184698, 0.185837, 0.188284, 0.189538]
[0.189681, 0.190098, 0.188495, 0.186413, 0.185526, 0.186681, 0.18913, 0.190363]
[0.190496, 0.19091, 0.189308, 0.18723, 0.186337, 0.187488, 0.189943, 0.191179]
[0.191359, 0.191757, 0.190151, 0.188061, 0.187192, 0.188354, 0.190815, 0.19204]
[0.192155, 0.192579, 0.190967, 0.188877, 0.187979, 0.189137, 0.191599, 0.192847]
[0.193014, 0.193458, 0.191849, 0.189751, 0.188837, 0.189988, 0.192457, 0.193718]
[0.193967, 0.194396, 0.192779, 0.190679, 0.189761, 0.190918, 0.193398, 0.194657]
[0.194746, 0.195217, 0.193622, 0.191488, 0.190542, 0.191673, 0.194162, 0.195474]
[0.195516, 0.196025, 0.194448, 0.192299, 0.191312, 0.192417, 0.194929, 0.196276]
[0.196335, 0.196871, 0.195304, 0.193164, 0.192148, 0.193234, 0.195744, 0.197107]
[0.197239, 0.197768, 0.196206, 0.19406, 0.193055, 0.194141, 0.196645, 0.197995]
[0.198135, 0.198669, 0.197121, 0.194984, 0.193969, 0.195045, 0.197535, 0.198891]
[0.199091, 0.199597, 0.198037, 0.195903, 0.194921, 0.196013, 0.198488, 0.199826]
[0.199979, 0.200483, 0.198943, 0.196814, 0.195835, 0.196921, 0.199386, 0.200722]
[0.200935, 0.201416, 0.199865, 0.197756, 0.196799, 0.19789, 0.200348, 0.201646]
[0.201847, 0.202327, 0.200769, 0.198678, 0.19773, 0.198828, 0.201269, 0.202553]
